1,1,5
2,31,5
2,32,4
2,33,4
2,34,3
2,35,5
2,36,4
2,37,4
2,38,3
2,39,4
2,40,5
2,42,3
2,43,4
2,44,5
2,45,4
2,47,5
2,48,3
2,51,4
2,52,4
2,53,5
2,54,5
2,55,5
2,56,3
2,57,5
2,58,5
2,59,5
2,19,5
3,75,5
3,76,5
3,77,5
4,78,5
4,79,4
4,80,4
4,81,4
4,82,5
4,83,5
4,84,5
4,85,5
4,86,5
4,87,5
4,88,5
4,45,5
4,89,5
4,90,5
4,91,5
4,92,5
4,93,3
4,94,3
4,95,5
4,96,5
4,97,4
4,98,1
4,99,5
4,100,1
4,101,4
4,102,5
4,103,5
4,104,4
4,105,4
4,106,5
4,107,5
4,108,5
4,109,5
4,110,5
4,111,5
4,112,5
4,113,5
4,114,5
4,115,5
4,116,5
4,117,5
4,118,5
4,119,5
4,120,5
4,121,5
4,122,5
4,123,5
4,124,5
4,125,3
4,126,5
4,127,5
4,128,2
4,129,5
4,130,5
4,131,4
4,132,4
4,133,4
4,134,5
4,135,5
4,136,5
4,137,5
4,138,5
4,139,5
4,140,5
4,141,2
4,142,5
4,143,5
4,144,4
4,145,4
4,146,5
4,147,5
4,148,4
4,149,5
4,150,4
4,151,4
4,152,5
4,153,5
4,154,5
4,155,5
4,156,3
4,157,3
4,158,3
4,159,4
4,63,5
4,160,5
4,161,5
4,162,5
4,163,3
4,164,5
4,165,5
4,166,5
4,167,5
4,168,1
4,169,5
4,170,5
4,171,5
4,172,5
4,173,5
4,174,5
4,175,5
4,176,3
4,177,5
4,178,4
4,179,5
4,180,4
4,181,4
4,182,5
4,183,5
4,184,5
4,185,5
4,186,5
4,187,5
4,188,5
4,189,5
4,190,5
4,191,5
4,192,4
4,193,5
4,194,4
4,195,5
4,196,1
4,197,1
4,198,5
4,199,1
4,200,5
4,201,5
4,202,5
4,203,4
4,204,5
4,205,5
4,206,4
4,207,5
4,208,5
4,209,5
4,210,5
4,211,4
4,212,3
4,30,5
4,213,5
4,214,5
4,215,5
4,216,5
4,217,5
4,218,5
4,219,5
4,220,3
4,15,5
4,221,5
4,222,5
4,223,5
4,224,5
4,225,2
4,226,5
4,227,3
4,228,3
4,229,5
4,230,5
4,231,5
4,232,4
4,233,2
4,234,5
4,235,5
4,236,3
4,237,3
4,238,4
4,239,4
4,240,4
4,241,4
4,242,5
4,243,5
4,244,3
4,245,4
4,246,4
4,247,5
4,248,4
4,249,4
4,250,4
4,251,4
4,252,5
4,6,5
4,253,4
4,254,5
4,255,4
4,256,4
4,257,4
4,258,4
4,259,5
4,260,4
4,261,5
4,262,3
4,263,4
4,265,4
4,266,5
4,267,4
4,268,5
4,269,4
4,270,3
4,271,4
4,272,3
4,273,3
4,274,3
4,275,5
4,276,5
4,277,4
4,278,4
4,279,3
4,280,4
4,281,4
4,282,3
4,283,3
4,284,3
4,285,5
4,286,5
4,287,3
4,288,5
4,289,3
4,290,3
4,291,5
4,292,4
4,4,5
4,21,5
4,293,3
4,294,5
4,295,3
4,296,4
4,297,4
4,298,4
4,299,5
4,300,5
4,301,4
4,302,5
4,303,4
4,304,5
4,305,5
4,306,5
4,307,4
4,308,4
4,310,5
4,311,5
4,312,5
4,313,5
4,314,5
4,315,5
4,316,5
4,317,5
4,318,5
4,319,5
4,320,5
4,321,4
4,322,5
4,323,5
4,324,4
4,9,5
4,8,5
